
Clasificarea internationala a maladiilor - Revizia a X a 1994, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Gorj, Anul 2016, Numar persoane, 164
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Mehedinti, Anul 1990, Numar persoane, 281
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Mehedinti, Anul 1991, Numar persoane, 237
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Mehedinti, Anul 1992, Numar persoane, 236
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Mehedinti, Anul 1993, Numar persoane, 218
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Mehedinti, Anul 1994, Numar persoane, 242
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Mehedinti, Anul 1995, Numar persoane, 259
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Mehedinti, Anul 1996, Numar persoane, 234
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Mehedinti, Anul 1997, Numar persoane, 201
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Mehedinti, Anul 1998, Numar persoane, 210
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Mehedinti, Anul 1999, Numar persoane, 204
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Mehedinti, Anul 2000, Numar persoane, 182
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Mehedinti, Anul 2001, Numar persoane, 175
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Mehedinti, Anul 2002, Numar persoane, 163
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Mehedinti, Anul 2003, Numar persoane, 186
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Mehedinti, Anul 2004, Numar persoane, 190
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Mehedinti, Anul 2005, Numar persoane, 166
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Mehedinti, Anul 2006, Numar persoane, 165
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Mehedinti, Anul 2007, Numar persoane, 164
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Mehedinti, Anul 2008, Numar persoane, 188
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Mehedinti, Anul 2009, Numar persoane, 156
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Mehedinti, Anul 2010, Numar persoane, 170
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Mehedinti, Anul 2011, Numar persoane, 151
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Mehedinti, Anul 2012, Numar persoane, 148
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Mehedinti, Anul 2013, Numar persoane, 113
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Mehedinti, Anul 2014, Numar persoane, 147
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Mehedinti, Anul 2015, Numar persoane, 120
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Mehedinti, Anul 2016, Numar persoane, 109
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Olt, Anul 1990, Numar persoane, 369
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Olt, Anul 1991, Numar persoane, 346
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Olt, Anul 1992, Numar persoane, 382
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Olt, Anul 1993, Numar persoane, 359
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Olt, Anul 1994, Numar persoane, 363
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Olt, Anul 1995, Numar persoane, 404
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Olt, Anul 1996, Numar persoane, 444
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Olt, Anul 1997, Numar persoane, 369
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Olt, Anul 1998, Numar persoane, 362
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Olt, Anul 1999, Numar persoane, 335
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Olt, Anul 2000, Numar persoane, 333
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Olt, Anul 2001, Numar persoane, 284
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Olt, Anul 2002, Numar persoane, 349
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Olt, Anul 2003, Numar persoane, 303
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Olt, Anul 2004, Numar persoane, 319
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Olt, Anul 2005, Numar persoane, 310
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Olt, Anul 2006, Numar persoane, 289
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Olt, Anul 2007, Numar persoane, 285
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Olt, Anul 2008, Numar persoane, 346
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Olt, Anul 2009, Numar persoane, 313
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Olt, Anul 2010, Numar persoane, 304
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Olt, Anul 2011, Numar persoane, 273
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Olt, Anul 2012, Numar persoane, 216
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Olt, Anul 2013, Numar persoane, 229
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Olt, Anul 2014, Numar persoane, 226
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Olt, Anul 2015, Numar persoane, 252
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Olt, Anul 2016, Numar persoane, 244
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Valcea, Anul 1990, Numar persoane, 411
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Valcea, Anul 1991, Numar persoane, 320
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Valcea, Anul 1992, Numar persoane, 327
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Valcea, Anul 1993, Numar persoane, 355
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Valcea, Anul 1994, Numar persoane, 368
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Valcea, Anul 1995, Numar persoane, 321
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Valcea, Anul 1996, Numar persoane, 378
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Valcea, Anul 1997, Numar persoane, 388
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Valcea, Anul 1998, Numar persoane, 340
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Valcea, Anul 1999, Numar persoane, 257
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Valcea, Anul 2000, Numar persoane, 268
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Valcea, Anul 2001, Numar persoane, 289
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Valcea, Anul 2002, Numar persoane, 284
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Valcea, Anul 2003, Numar persoane, 272
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Valcea, Anul 2004, Numar persoane, 249
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Valcea, Anul 2005, Numar persoane, 254
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Valcea, Anul 2006, Numar persoane, 240
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Valcea, Anul 2007, Numar persoane, 225
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Valcea, Anul 2008, Numar persoane, 221
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Valcea, Anul 2009, Numar persoane, 222
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Valcea, Anul 2010, Numar persoane, 218
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Valcea, Anul 2011, Numar persoane, 172
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Valcea, Anul 2012, Numar persoane, 170
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Valcea, Anul 2013, Numar persoane, 182
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Valcea, Anul 2014, Numar persoane, 145
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Valcea, Anul 2015, Numar persoane, 175
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Valcea, Anul 2016, Numar persoane, 181
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea VEST, Anul 1990, Numar persoane, 1774
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea VEST, Anul 1991, Numar persoane, 1667
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea VEST, Anul 1992, Numar persoane, 1628
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea VEST, Anul 1993, Numar persoane, 1548
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea VEST, Anul 1994, Numar persoane, 1536
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea VEST, Anul 1995, Numar persoane, 1670
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea VEST, Anul 1996, Numar persoane, 1560
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea VEST, Anul 1997, Numar persoane, 1458
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea VEST, Anul 1998, Numar persoane, 1333
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea VEST, Anul 1999, Numar persoane, 1230
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea VEST, Anul 2000, Numar persoane, 1220
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea VEST, Anul 2001, Numar persoane, 1255
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea VEST, Anul 2002, Numar persoane, 1169
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea VEST, Anul 2003, Numar persoane, 1246
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea VEST, Anul 2004, Numar persoane, 1154
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea VEST, Anul 2005, Numar persoane, 1143
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea VEST, Anul 2006, Numar persoane, 1152
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea VEST, Anul 2007, Numar persoane, 1082
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea VEST, Anul 2008, Numar persoane, 1055
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea VEST, Anul 2009, Numar persoane, 1027
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea VEST, Anul 2010, Numar persoane, 1001
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea VEST, Anul 2011, Numar persoane, 853
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea VEST, Anul 2012, Numar persoane, 843
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea VEST, Anul 2013, Numar persoane, 796
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea VEST, Anul 2014, Numar persoane, 749
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea VEST, Anul 2015, Numar persoane, 831
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea VEST, Anul 2016, Numar persoane, 761
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Arad, Anul 1990, Numar persoane, 417
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Arad, Anul 1991, Numar persoane, 404
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Arad, Anul 1992, Numar persoane, 374
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Arad, Anul 1993, Numar persoane, 317
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Arad, Anul 1994, Numar persoane, 341
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Arad, Anul 1995, Numar persoane, 340
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Arad, Anul 1996, Numar persoane, 322
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Arad, Anul 1997, Numar persoane, 301
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Arad, Anul 1998, Numar persoane, 318
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Arad, Anul 1999, Numar persoane, 288
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Arad, Anul 2000, Numar persoane, 286
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Arad, Anul 2001, Numar persoane, 289
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Arad, Anul 2002, Numar persoane, 281
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Arad, Anul 2003, Numar persoane, 287
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Arad, Anul 2004, Numar persoane, 269
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Arad, Anul 2005, Numar persoane, 269
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Arad, Anul 2006, Numar persoane, 284
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Arad, Anul 2007, Numar persoane, 259
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Arad, Anul 2008, Numar persoane, 245
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Arad, Anul 2009, Numar persoane, 236
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Arad, Anul 2010, Numar persoane, 232
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Arad, Anul 2011, Numar persoane, 247
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Arad, Anul 2012, Numar persoane, 229
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Arad, Anul 2013, Numar persoane, 194
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Arad, Anul 2014, Numar persoane, 189
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Arad, Anul 2015, Numar persoane, 226
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Arad, Anul 2016, Numar persoane, 173
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Caras-Severin, Anul 1990, Numar persoane, 286
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Caras-Severin, Anul 1991, Numar persoane, 267
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Caras-Severin, Anul 1992, Numar persoane, 248
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Caras-Severin, Anul 1993, Numar persoane, 235
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Caras-Severin, Anul 1994, Numar persoane, 251
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Caras-Severin, Anul 1995, Numar persoane, 296
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Caras-Severin, Anul 1996, Numar persoane, 216
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Caras-Severin, Anul 1997, Numar persoane, 225
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Caras-Severin, Anul 1998, Numar persoane, 194
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Caras-Severin, Anul 1999, Numar persoane, 191
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Caras-Severin, Anul 2000, Numar persoane, 204
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Caras-Severin, Anul 2001, Numar persoane, 202
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Caras-Severin, Anul 2002, Numar persoane, 163
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Caras-Severin, Anul 2003, Numar persoane, 175
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Caras-Severin, Anul 2004, Numar persoane, 136
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Caras-Severin, Anul 2005, Numar persoane, 163
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Caras-Severin, Anul 2006, Numar persoane, 185
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Caras-Severin, Anul 2007, Numar persoane, 152
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Caras-Severin, Anul 2008, Numar persoane, 177
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Caras-Severin, Anul 2009, Numar persoane, 169
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Caras-Severin, Anul 2010, Numar persoane, 158
